Model,seed,n_sources,n_mixtures,n_samples,presumed_domain,SINR,SNRinp_target,SNRinp_measured,execution_time,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5
PredictiveDecorrBSS,1900,5,11,100000,sparse,27.475969104175512,30.0,30.0076413116362,14.984049554012017,26.1443205282496,27.755751016046872,28.127279198411944,26.824423059448847,29.15338288215142
PredictiveDecorrBSS,1900,5,12,100000,sparse,27.683847913357816,30.0,29.998948978225247,15.871672346023843,26.43462118174794,27.682051628643123,27.431168470594393,28.339469781957618,28.961190476455396
PredictiveDecorrBSS,1900,5,13,100000,sparse,27.584365959619504,30.0,29.998127072355445,17.939669474988477,26.411535097931647,27.686135399415726,27.28166159605136,28.32137760464137,28.578729511045662
PredictiveDecorrBSS,2000,5,7,100000,sparse,26.11034557901233,30.0,30.0072008009932,19.238720763998572,25.151662825908673,28.44562533059042,25.5223457222929,24.381745900411467,28.826073687741456
PredictiveDecorrBSS,2000,5,8,100000,sparse,26.583351302119837,30.0,29.993192731222855,19.440028899000026,26.06784316180109,28.3385995387118,25.708873279204138,25.829240549188942,27.59090242522376
PredictiveDecorrBSS,2000,5,9,100000,sparse,26.866305684391175,30.0,29.998781543159065,19.912437710998347,26.394682230558324,28.165545344945848,26.414584788826122,26.090616926737734,27.631805397261616
PredictiveDecorrBSS,2000,5,10,100000,sparse,26.972333414822284,30.0,29.992183957870626,19.9994209339784,26.407833953102482,28.433928690936845,27.154628851889363,25.960560293709026,27.305676172650728
PredictiveDecorrBSS,2000,5,11,100000,sparse,26.734954803491956,30.0,30.001842337621444,19.911495592008578,25.86882955578568,28.370784377316905,26.738365518671205,26.12819313987684,26.989988983002835
PredictiveDecorrBSS,2000,5,12,100000,sparse,26.897335071159798,30.0,30.002182696915007,20.162551966001047,25.97981912494128,28.29049031268779,26.947378903385054,26.624853172840155,26.965920937717648
PredictiveDecorrBSS,2000,5,13,100000,sparse,26.961147433978674,30.0,30.00443636459233,19.98148242899333,25.883004067619815,28.33735114052637,26.991131105065612,26.557088251885887,27.431344476282334
PredictiveDecorrBSS,2100,5,7,100000,sparse,24.759693218683005,30.0,29.9736489111018,20.045149751997087,23.566042137182677,25.598350787006297,27.39035799978812,29.47337825564929,21.793910031461415
PredictiveDecorrBSS,2100,5,8,100000,sparse,24.87413782896409,30.0,30.00248195362741,19.82216105799307,22.81950517837323,25.906568883881288,27.346407611828102,30.619409632944606,22.369983646370997
PredictiveDecorrBSS,2100,5,9,100000,sparse,26.324129459338536,30.0,30.001847979604584,19.934773379995022,25.48768825035637,27.008538783698324,27.10952983859846,30.124980981803738,24.061578910771814
PredictiveDecorrBSS,2100,5,10,100000,sparse,26.542249513635227,30.0,30.005134733104427,19.989193836023333,24.873945461829955,26.91005080014239,27.551506389112454,28.51077062532099,25.79213490870285
PredictiveDecorrBSS,2100,5,11,100000,sparse,26.50039954657106,30.0,29.998577260718207,19.94027591001941,24.9113493052378,26.928286563463995,27.486381940587737,28.226709443367426,25.756232892441492
PredictiveDecorrBSS,2100,5,12,100000,sparse,26.62691631754321,30.0,30.001156772067716,20.084995376004372,24.88019899247185,26.878872525365814,27.480367249623665,28.130279916509057,26.47228914105941
PredictiveDecorrBSS,2100,5,13,100000,sparse,26.47835841566783,30.0,29.99973091316015,19.840828212996712,26.679013261911557,26.57633742056244,27.661653165749588,30.1724601526939,23.73998482180074
PredictiveDecorrBSS,2200,5,7,100000,sparse,20.597509901560525,30.0,30.00914108433989,19.71565352700418,27.540299037899047,18.39100662662911,16.592026281964408,23.963596922233474,28.160850666588214
PredictiveDecorrBSS,2200,5,8,100000,sparse,26.491121773826166,30.0,29.996830670380305,19.509080585994525,27.703333884710016,26.66359787136915,23.3257597747782,28.443329899275547,28.865153975452003
PredictiveDecorrBSS,2200,5,9,100000,sparse,26.654018862742706,30.0,29.9861551139532,18.76952456199797,27.703492424829165,27.174244862268445,23.697290264909014,28.443695958934466,28.22729282994995
PredictiveDecorrBSS,2200,5,10,100000,sparse,27.388821693529785,30.0,29.99381796856649,16.242274554009782,28.354017713300696,27.241032773769923,25.044511758342228,28.726297559426005,28.819645819329743
PredictiveDecorrBSS,2200,5,11,100000,sparse,27.22778762782347,30.0,29.988527374374332,16.53107099601766,28.364781453304296,26.833024741894693,24.50322901279797,29.005092688387506,29.411701306499452
PredictiveDecorrBSS,2200,5,12,100000,sparse,26.843835540558256,30.0,30.000801335440425,16.851853495987598,28.58969542446378,26.83328694819453,24.332621018425407,29.064279665037546,27.051340007218336
PredictiveDecorrBSS,2200,5,13,100000,sparse,26.771878608072495,30.0,29.996324605838062,17.486092584993457,28.928721155639053,26.28022856643861,24.99152048764944,27.791512507784756,26.857971401528687
PredictiveDecorrBSS,2300,5,7,100000,sparse,25.285785300669996,30.0,30.00042850317047,17.97391622699797,26.350705261438414,26.5894141798727,27.773578382005,27.792108410082797,21.566195429481784
PredictiveDecorrBSS,2300,5,8,100000,sparse,26.497817815430835,30.0,29.997250940359436,16.865225925983395,26.382905498760817,25.783374534206885,28.55242587971261,27.470005488059634,25.119020620752636
PredictiveDecorrBSS,2300,5,9,100000,sparse,26.325894714384678,30.0,30.011524687898337,15.517862913024146,26.448048786735434,25.801843745870684,28.33495418749468,25.52646976210657,26.024272338981234
PredictiveDecorrBSS,2300,5,10,100000,sparse,27.000596314738416,30.0,30.00084139077976,15.816358479991322,27.908539711434447,27.721789776422373,28.33577823907303,26.045483996852894,25.64737556961535
PredictiveDecorrBSS,2300,5,11,100000,sparse,26.96805169211911,30.0,29.99615253865434,14.33929375599837,28.234632400877224,27.551334180543435,28.424036342213313,26.03445410564758,25.414462478396793
PredictiveDecorrBSS,2300,5,12,100000,sparse,26.910437175139947,30.0,30.004776952596753,14.369739038986154,27.923219535657864,27.403398158619975,28.079558570033207,25.75506553918402,25.93340484955379
PredictiveDecorrBSS,2300,5,13,100000,sparse,26.91487470223416,30.0,29.99744083218227,14.413962657010416,28.001818398776948,27.63624141481463,28.006838245576354,25.695162900302538,25.84848507752087
PredictiveDecorrBSS,2400,5,7,100000,sparse,23.938421144974047,30.0,29.997277712403218,14.346603695012163,19.91695231253365,29.169219340068885,21.775294266706137,30.08875519121261,29.223658164795587
PredictiveDecorrBSS,2400,5,8,100000,sparse,24.305643048208868,30.0,29.99388922500188,14.340438811021158,20.61197261978229,28.571406457481224,22.064800736240233,29.465047143297802,29.376097182706616
PredictiveDecorrBSS,2400,5,9,100000,sparse,27.570020984756756,30.0,29.99702194451288,14.326191597996512,25.42605747574865,28.41805238348515,27.52978560824326,28.860098793541468,28.579426620710052
PredictiveDecorrBSS,2400,5,10,100000,sparse,27.543069542994765,30.0,30.01334944086123,14.492979222006397,25.598198204182466,28.51203536463678,27.33774919484141,28.640753683378982,28.432088984535326
PredictiveDecorrBSS,2400,5,11,100000,sparse,27.445348254203704,30.0,30.004906094769975,14.427530535002006,25.845000235624735,28.497309514718054,27.056984629664996,28.16820718434996,28.23952363304072
PredictiveDecorrBSS,2400,5,12,100000,sparse,27.559542245445385,30.0,29.993068222824505,14.442330037010834,27.102751150595495,28.663496667264333,27.029804018516597,27.276834566528848,27.935418210576355
PredictiveDecorrBSS,2400,5,13,100000,sparse,26.949176515895008,30.0,29.995953867870014,14.409565115987789,26.616448066208594,28.50766648801525,25.015948087176824,27.41322905155412,28.148882338083308
PredictiveDecorrBSS,2500,5,7,100000,sparse,24.124720978302502,30.0,30.00045033909388,14.34955022399663,25.67461539837167,25.449058165686303,22.196920102827736,23.881684997194522,24.38660531417371
PredictiveDecorrBSS,2500,5,8,100000,sparse,24.460374871855123,30.0,29.99431930883415,14.238108915014891,25.1207430085393,25.676457178594852,22.945656291261344,24.468562659122377,24.60774724670674
PredictiveDecorrBSS,2500,5,9,100000,sparse,24.78370866977513,30.0,29.998594491061425,14.434531290986342,26.67579933348227,26.686295308459798,22.770153929281758,26.0535137504002,23.43299231143718
PredictiveDecorrBSS,2500,5,10,100000,sparse,25.363166126635402,30.0,29.9985389178959,14.326960983977187,26.8902307561153,27.22828987136686,24.534607182139858,26.25502074290852,23.274907615399773
PredictiveDecorrBSS,2500,5,11,100000,sparse,25.11558790576251,30.0,29.981601480743258,14.45418822899228,26.357500624793445,26.557767014055756,23.980120590515806,26.343897689927207,23.428769589123522
PredictiveDecorrBSS,2500,5,12,100000,sparse,25.23481411068265,30.0,30.000009812808422,14.448085806012386,26.731374065150572,26.516452523140455,24.262168297728415,26.25010957496957,23.47299116783905
PredictiveDecorrBSS,2500,5,13,100000,sparse,25.981404339100152,30.0,29.990166529644867,14.485034763027215,27.69383597810352,26.79616283633267,25.397459475378028,26.36483114472003,24.41603555284113
PredictiveDecorrBSS,2600,5,7,100000,sparse,24.1390252330877,30.0,30.010295086397672,14.239238934009336,22.749867447042583,28.854127040850805,24.707611364057552,21.84188399110077,25.545247766720017
PredictiveDecorrBSS,2600,5,8,100000,sparse,24.22330955686307,30.0,30.00128808694214,14.34031088501797,22.720516206848153,26.75963956723396,25.921748896823004,21.81066361336996,26.285874083051517
PredictiveDecorrBSS,2600,5,9,100000,sparse,24.507657010685048,30.0,29.99934144314285,14.4606333450065,23.29759645346813,29.460310668023048,24.94110687717947,21.93283372941476,26.323509859105897
PredictiveDecorrBSS,2600,5,10,100000,sparse,25.729518185611937,30.0,29.991967490849124,14.44883813301567,25.13179522725551,29.044681698873678,25.38597073917709,23.917532385854518,26.725550390842056
PredictiveDecorrBSS,2600,5,11,100000,sparse,25.875847166815987,30.0,30.00628186216303,14.528917149000335,25.37998534270791,29.118753384002538,25.517965931536686,24.057374848969634,26.802633097521937
PredictiveDecorrBSS,2600,5,12,100000,sparse,26.563228394659898,30.0,30.000854379327535,14.857324356999015,26.651601279266593,28.55999351991132,27.143493759494767,25.38411416968298,25.748411708117583
PredictiveDecorrBSS,2600,5,13,100000,sparse,26.877153227699424,30.0,30.00876260297959,14.358443397999508,25.845632397142335,27.7446856545389,27.832396687071693,26.423305901851812,26.86195075485859
PredictiveDecorrBSS,2700,5,7,100000,sparse,26.463028816784885,30.0,30.0107404222901,14.276727716001915,25.33633479128924,26.305838346245444,29.680162131294637,26.742783099525308,25.47852523548581
PredictiveDecorrBSS,2700,5,8,100000,sparse,26.76588041885597,30.0,30.006323926774023,14.364462721016025,26.594344963130318,25.118513331176622,28.781584646858853,28.115119900782858,26.19173723326299
PredictiveDecorrBSS,2700,5,9,100000,sparse,27.034303471265506,30.0,30.010589600562216,14.54784100499819,28.147983693779096,25.761300366172456,28.40696435708132,27.445575002746434,26.052026783334252
PredictiveDecorrBSS,2700,5,10,100000,sparse,26.808387260744226,30.0,29.99658804815055,14.475989322003443,28.040430322386815,25.438384746874565,27.891279052951866,27.2516340790349,26.01487861436146
PredictiveDecorrBSS,2700,5,11,100000,sparse,26.945666031029496,30.0,30.005731448708787,14.502340622013435,28.68295752873768,25.6883555950984,28.020445838855036,26.964358052892194,26.063881694588922
PredictiveDecorrBSS,2700,5,12,100000,sparse,27.042888261249594,30.0,30.009526023332338,14.509598948992789,28.798228597903375,25.417833565745536,27.931267013124366,27.4176250650301,26.42125633458275
PredictiveDecorrBSS,2700,5,13,100000,sparse,27.229387616900173,30.0,29.99957594135054,14.496623313985765,28.686819817591527,27.259765916262097,27.141107192687212,26.689792226130468,26.64926363027228
PredictiveDecorrBSS,2800,5,7,100000,sparse,25.67318220603287,30.0,29.99694904238137,14.524296046991367,28.634706976987513,23.854690085944448,26.779752685875643,24.40457143630529,26.377624287118135
PredictiveDecorrBSS,2800,5,8,100000,sparse,26.006644468002712,30.0,29.992568526985615,14.935488279996207,28.393992842796266,24.10871490887372,28.08726177584579,24.354431879948223,27.074156540054283
PredictiveDecorrBSS,2800,5,9,100000,sparse,26.68472743898517,30.0,30.000983162417306,14.45453304797411,28.869837250880753,24.907884917388717,28.50228698606444,25.23694201053175,27.512359027081512
PredictiveDecorrBSS,2800,5,10,100000,sparse,26.817771949518058,30.0,29.99984505897123,14.416454794001766,28.454391837733684,25.882762268841585,28.638388238240175,25.576027481468124,26.480254896528418
PredictiveDecorrBSS,2800,5,11,100000,sparse,26.653008572632647,30.0,29.995918309995922,14.418463898007758,28.540042349233676,25.24104683374793,27.68000658789482,25.527364960678195,27.229240664165157
PredictiveDecorrBSS,2800,5,12,100000,sparse,26.61217125813557,30.0,29.993755053422703,14.518113440019079,28.49967183645824,25.644988489079175,27.0946731302477,25.455708698595373,27.07489842047142
PredictiveDecorrBSS,2800,5,13,100000,sparse,26.943014099829263,30.0,29.99989379436423,14.356992231012555,26.662928410344605,27.355479822286256,26.97421577810685,26.028550826800647,27.91705427588928
PredictiveDecorrBSS,2900,5,7,100000,sparse,28.053967163645744,30.0,29.9999260222503,14.332241244002944,29.373029628984455,26.624438820112122,26.74730627670586,29.726866403343138,28.827264191881827
PredictiveDecorrBSS,2900,5,8,100000,sparse,27.998965861659496,30.0,29.99888040155474,14.318995352979982,29.078401642243104,26.3717978451642,27.694011238174028,28.605789278424734,28.862966255582613
PredictiveDecorrBSS,2900,5,9,100000,sparse,28.031837802019105,30.0,29.989204930268368,14.365246363013284,29.084653130665533,26.254309584979218,29.947176488478217,26.78249811821171,29.39925951089559
PredictiveDecorrBSS,2900,5,10,100000,sparse,28.149263973590053,30.0,29.98761876343088,14.458848603011575,28.49881892862667,26.336877001134674,30.015173692701907,27.410140113691345,29.57225360263122
PredictiveDecorrBSS,2900,5,11,100000,sparse,27.7623785041666,30.0,29.99416979556821,14.406340199988335,29.700972082955396,26.552241469999785,27.9330934340488,26.188768442386415,29.71404569905659
PredictiveDecorrBSS,2900,5,12,100000,sparse,28.010315238507637,30.0,30.00398844414578,14.568357877986273,27.35706951600062,26.787542890288076,28.947734216641802,27.501717110030576,30.36165029159125
PredictiveDecorrBSS,2900,5,13,100000,sparse,27.38757235796119,30.0,30.009523183487353,14.443529748998117,27.204644275648448,26.747339373388826,28.078009192272795,27.28565878892789,27.745560838209947
