Model,seed,rho,mixing_distribution,SINR,SNRinp_target,SNRinp_measured,execution_time,n_sources,n_mixtures,n_samples,presumed_domain,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5
PredictiveDecorrBSS,2200,0.0,uniform,27.242391575543298,30.0,29.990706231557326,8.753992505022325,5,10,100000,nnantisparse,31.2906341033923,25.454994295554695,26.980604365783183,25.451265427603257,30.062564113120104
PredictiveDecorrBSS,2300,0.0,uniform,10.124317670129868,30.0,30.006402502399588,8.776135407970287,5,10,100000,nnantisparse,26.659548352693644,25.97220970460835,25.11623659429917,26.969310438180443,3.766015093077572
PredictiveDecorrBSS,2400,0.0,uniform,27.39684152418451,30.0,29.99463565469341,8.710435095010325,5,10,100000,nnantisparse,26.692980309148528,28.61227993059864,27.400552007300085,27.130061261985816,27.37583977149159
PredictiveDecorrBSS,2500,0.0,uniform,27.189424555876336,30.0,30.007192372862622,8.709264403907582,5,10,100000,nnantisparse,26.877892281387158,25.80035777523337,27.977547580219856,27.1002041396434,28.77672586101676
PredictiveDecorrBSS,2600,0.0,uniform,14.285860557959047,30.0,30.003763517604376,8.775843292940408,5,10,100000,nnantisparse,27.14905745006628,27.335633674849014,8.444536909597568,27.659363748148238,14.215359163434979
PredictiveDecorrBSS,2700,0.0,uniform,27.430621866063397,30.0,29.989174103526288,8.765225247014314,5,10,100000,nnantisparse,29.026658225578537,28.134205034262845,28.877913718292916,26.582097654686997,25.600968581315627
PredictiveDecorrBSS,2800,0.0,uniform,26.738085809169508,30.0,30.00009085121954,8.661785432021134,5,10,100000,nnantisparse,27.346977931123003,26.28297674121633,25.82423338305107,27.59094067804492,26.895429471511495
PredictiveDecorrBSS,2900,0.0,uniform,25.387489037059694,30.0,30.00366828738557,8.658642144990154,5,10,100000,nnantisparse,25.866508445166648,24.648162994434948,23.613307154468824,25.295795654885687,29.442313454938983
PredictiveDecorrBSS,0,0.0,laplace,26.763816934728606,30.0,30.001289408342636,8.711309447069652,5,10,100000,nnantisparse,26.403918488467873,28.29643999013313,26.63377639526921,25.635650586858727,27.302164900679248
PredictiveDecorrBSS,100,0.0,laplace,24.740667429421567,30.0,30.02699647591158,8.78393923502881,5,10,100000,nnantisparse,24.750635081953583,27.31275796472326,25.73171022074498,25.653371950277357,22.08027373088379
