Model,seed,rho,mixing_distribution,SINR,SNRinp_target,SNRinp_measured,execution_time,n_sources,n_mixtures,n_samples,presumed_domain,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5
PredictiveDecorrBSS,1200,0.0,gaussian,24.56160867845883,30.0,29.99501493700537,8.66767486196477,5,10,100000,nnantisparse,22.70927776923535,27.33044796502252,24.55443590630228,24.1294580950141,25.34225587438049
PredictiveDecorrBSS,1300,0.0,gaussian,11.182161381761198,30.0,29.992304110482117,8.741284310002811,5,10,100000,nnantisparse,25.189741624636696,17.04543945738417,28.032149240946055,4.876788255350863,23.772737342063834
PredictiveDecorrBSS,1400,0.0,gaussian,26.831454678123762,30.0,29.997850162875963,8.790517439018004,5,10,100000,nnantisparse,27.18753079860642,28.752886251692175,25.513076653413357,26.07909491081381,27.331471503658168
PredictiveDecorrBSS,1500,0.0,gaussian,27.779109131614863,30.0,30.00371727035102,8.865615791990422,5,10,100000,nnantisparse,29.44830169194745,26.811059105360428,27.489761610122056,27.36862786465057,28.23265264510229
PredictiveDecorrBSS,1600,0.0,gaussian,9.846704052281938,30.0,29.999069169415105,8.905674926005304,5,10,100000,nnantisparse,27.104257002065275,28.87709115193954,25.13733611168581,26.20486538231296,3.3835896989828926
PredictiveDecorrBSS,1700,0.0,gaussian,26.248208054648096,30.0,30.007273262898572,8.892503175069578,5,10,100000,nnantisparse,25.68883976548338,24.876415149114695,26.92567992365403,27.130040946157624,27.113987658507387
PredictiveDecorrBSS,1800,0.0,gaussian,11.380329148593663,30.0,29.999468329178384,8.781218066927977,5,10,100000,nnantisparse,5.3332729159803876,25.165794101166203,27.15483130618344,17.450529887565427,15.6505029752084
PredictiveDecorrBSS,1900,0.0,gaussian,22.53434136625114,30.0,30.004197880373546,8.717962646041997,5,10,100000,nnantisparse,24.962524434832048,27.351402186745908,28.305224910196436,24.57171779480468,17.458418132590047
PredictiveDecorrBSS,2000,0.0,gaussian,27.43425865227699,30.0,30.010208414501065,8.652804199024104,5,10,100000,nnantisparse,32.25127762400178,27.223889873318473,26.362273196307136,27.305114593649293,26.246832901086286
PredictiveDecorrBSS,2100,0.0,gaussian,24.814721990203708,30.0,29.984876778401173,8.672661429038271,5,10,100000,nnantisparse,22.194547244882642,26.127212423214825,25.336225419114257,30.195595311571623,23.804351156201292
PredictiveDecorrBSS,2200,0.0,gaussian,26.271592852480488,30.0,29.992017162295042,8.66386011405848,5,10,100000,nnantisparse,27.371612888478964,23.17220437906096,26.5986732428118,27.322372330983747,29.551497080355723
PredictiveDecorrBSS,2300,0.0,gaussian,26.644820778839254,30.0,30.004773293662094,8.668331722030416,5,10,100000,nnantisparse,24.51557129679756,26.92183309529785,29.584223171228533,25.944897304860387,27.9156195874845
PredictiveDecorrBSS,2400,0.0,gaussian,26.510553567436205,30.0,30.005061816049114,8.66406541399192,5,10,100000,nnantisparse,25.964199670874947,27.705202655287216,26.99599507743425,25.057430430819977,27.397200377886605
