Model,seed,rho,mixing_distribution,SINR,SNRinp_target,SNRinp_measured,execution_time,n_sources,n_mixtures,n_samples,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5
PredictiveDecorrBSS,1300,0.0,gaussian,23.600576289744225,30.0,29.991832066498702,17.044471843000792,5,10,100000,27.339034771872708,24.51979415951186,27.45981210263232,20.087445871191015,23.13500753867073
PredictiveDecorrBSS,1400,0.0,gaussian,25.3606398612946,30.0,29.996066531850442,17.968096087999584,5,10,100000,26.646253051350026,23.93323066693449,25.708178081275776,24.868418270289116,26.219501562852056
PredictiveDecorrBSS,1500,0.0,gaussian,25.86137020722746,30.0,29.997844375671395,19.128764471999602,5,10,100000,26.055552510452266,27.378654180790285,25.292083003978902,25.205384110708806,25.703712810466534
PredictiveDecorrBSS,1600,0.0,gaussian,25.596304161129414,30.0,29.997571225795895,19.324428803000046,5,10,100000,27.231867371578147,27.02694780869453,27.136384896028165,26.30951168204261,22.48162670106586
PredictiveDecorrBSS,1700,0.0,gaussian,26.87690210869908,30.0,30.00805319616329,19.25272537699857,5,10,100000,29.320860171117964,26.12471156166039,26.011187946107263,27.14774152249515,26.53444843532803
PredictiveDecorrBSS,1800,0.0,gaussian,20.672236213588562,30.0,29.999468934569045,17.16567977899831,5,10,100000,15.135557271981071,27.243389851987022,27.333271765547465,22.176266964344244,26.132497685696872
PredictiveDecorrBSS,1900,0.0,gaussian,25.056771006463737,30.0,29.995238117691798,15.872644413997477,5,10,100000,26.668349336078254,26.639809662056763,25.833306684738886,24.21734887887848,23.109836763840512
PredictiveDecorrBSS,2000,0.0,gaussian,24.707616345717543,30.0,30.007711042614925,15.851151435999782,5,10,100000,23.755187262991655,25.444007546301677,24.27092379395247,25.25437208859525,25.049152786618496
PredictiveDecorrBSS,2100,0.0,gaussian,24.8926354475455,30.0,29.98870658796107,15.721464488000493,5,10,100000,23.030350754696762,24.868655152183692,23.941870918304463,29.06846452023291,25.680639835744493
PredictiveDecorrBSS,2200,0.0,gaussian,26.253931742017585,30.0,29.99105599262012,15.820188895999308,5,10,100000,27.11432551927396,27.12123125565972,25.60010445963211,25.87014215078211,25.813601462630483
