Model,gradient_variant,seed,SNRinp_target,SNRinp_measured,SINR,execution_time,n_sources,n_mixtures,n_samples,presumed_domain,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5
PredictiveDecorrBSS,truncated,1900,30.0,29.999062029732187,26.575962956433898,14.150387031986611,5,10,100000,sparse,25.332083538825874,25.45734932077196,26.369069496408855,30.341024261905535,27.012116270214563
PredictiveDecorrBSS,full,1900,30.0,29.999062029732187,26.590293700380766,15.684892718010815,5,10,100000,sparse,25.343251640187443,25.476428464407622,26.384394580983596,30.34785174865515,27.026739544386487
PredictiveDecorrBSS,truncated,2000,30.0,30.008903600885432,26.133957704977178,14.09658587098238,5,10,100000,sparse,26.197841493408692,28.534135687303195,25.518241233221246,25.51235761183337,25.589939261538213
PredictiveDecorrBSS,full,2000,30.0,30.008903600885432,26.1383211654101,15.745861684001284,5,10,100000,sparse,26.202033086678775,28.53622821656971,25.5228013709049,25.51632620461493,25.595806257049265
PredictiveDecorrBSS,truncated,2100,30.0,29.98834577444791,26.18156249669746,14.128098008019151,5,10,100000,sparse,25.88993007849906,25.74348103245811,27.092169679568574,27.36635297121611,25.202180674995294
PredictiveDecorrBSS,full,2100,30.0,29.98834577444791,26.18465663262715,15.734522201004438,5,10,100000,sparse,25.89230157637918,25.745474091938192,27.09758671776271,27.371167446356893,25.204309198150465
PredictiveDecorrBSS,truncated,2200,30.0,29.999002380431925,27.132468746126644,14.178019643994048,5,10,100000,sparse,27.977399882146166,26.575320028009088,27.512704774220804,28.052462491739053,25.93557603721201
PredictiveDecorrBSS,full,2200,30.0,29.999002380431925,27.140976232147473,15.754854972998146,5,10,100000,sparse,27.98195346742853,26.59147980907892,27.525544220031513,28.061215848301106,25.93683921754243
PredictiveDecorrBSS,truncated,2300,30.0,30.004347479096563,26.683786118011618,14.183687317010481,5,10,100000,sparse,28.918601551728816,25.348683733291306,27.12152897871185,25.644029713197916,27.254923606217822
PredictiveDecorrBSS,full,2300,30.0,30.004347479096563,26.687958672827516,15.91097063399502,5,10,100000,sparse,28.92065703982428,25.354637203164128,27.125333533604454,25.649433078504163,27.256415993854773
PredictiveDecorrBSS,truncated,2400,30.0,29.99815194457359,28.260836165062052,14.251323834992945,5,10,100000,sparse,28.503511080708886,28.064524858148815,28.246750563260697,28.35484495657164,28.15127114087165
PredictiveDecorrBSS,full,2400,30.0,29.99815194457359,28.26254945142713,16.414416357001755,5,10,100000,sparse,28.50614211386204,28.067110355693,28.24771233778526,28.356430212898612,28.152120357651285
PredictiveDecorrBSS,truncated,2500,30.0,29.988114612524885,26.078988404576076,15.33247471100185,5,10,100000,sparse,27.389685455879103,26.054517967059798,25.918181383467594,27.60334141090496,24.290489643821367
PredictiveDecorrBSS,full,2500,30.0,29.988114612524885,26.085256252562488,17.247426158981398,5,10,100000,sparse,27.397212438000636,26.063405169262698,25.92364758658373,27.614057861048966,24.292887520249682
PredictiveDecorrBSS,truncated,2600,30.0,30.01188715376607,26.41097111194763,15.449483801989118,5,10,100000,sparse,25.826780420602912,27.88006775282003,24.743142690885538,26.44470041364186,28.054791716580777
PredictiveDecorrBSS,full,2600,30.0,30.01188715376607,26.41303835432652,17.22757418800029,5,10,100000,sparse,25.82768519444437,27.883603469925752,24.74602664366622,26.445885362708026,28.05677078656523
PredictiveDecorrBSS,truncated,2700,30.0,29.992319360192354,26.556575840604523,15.480030138976872,5,10,100000,sparse,25.700991981902625,28.15148342885685,26.223009530630325,26.532568835113434,26.557516024339833
PredictiveDecorrBSS,full,2700,30.0,29.992319360192354,26.558839452679422,17.311799454997526,5,10,100000,sparse,25.702505851658533,28.153088058891555,26.224964906918146,26.536211549388405,26.560110469923274
