Model,gradient_variant,seed,SNRinp_target,SNRinp_measured,SINR,execution_time,n_sources,n_mixtures,n_samples,presumed_domain,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5
PredictiveDecorrBSS,truncated,900,20.0,20.002182752288434,20.207736893943636,16.377538800006732,5,10,100000,sparse,18.902622783312104,21.006870920983637,21.10807343796182,18.586924215467086,22.80250698721206
PredictiveDecorrBSS,full,900,20.0,20.002182752288434,20.210058621292223,20.433282748999773,5,10,100000,sparse,18.90289290147833,21.009956794806133,21.113135928133794,18.587422625727207,22.809490965991234
PredictiveDecorrBSS,truncated,1000,20.0,19.99415203097251,21.769942271476104,18.395431395998457,5,10,100000,sparse,23.090321449318637,19.439930833358126,22.140057484459888,21.875520217489854,23.59594739654481
PredictiveDecorrBSS,full,1000,20.0,19.99415203097251,21.770879503785586,20.477990161976777,5,10,100000,sparse,23.092078785509,19.440299032470882,22.14176601850433,21.87570390493272,23.597497847765933
PredictiveDecorrBSS,truncated,1100,20.0,19.992314889600713,20.32333088439701,18.919472462002886,5,10,100000,sparse,23.121483673495646,20.85265823051011,21.15460256544668,20.3857588740637,17.845590548326324
PredictiveDecorrBSS,full,1100,20.0,19.992314889600713,20.327346444788414,20.96645451299264,5,10,100000,sparse,23.123466742929946,20.857464243572682,21.16085171761298,20.391350403680164,17.84790830291541
PredictiveDecorrBSS,truncated,1200,20.0,20.001005455777722,16.704015493408495,17.207538724003825,5,10,100000,sparse,20.096120728393167,13.536969030080865,17.7598057452959,22.26110421954086,15.215958333918769
PredictiveDecorrBSS,full,1200,20.0,20.001005455777722,16.684698012064448,20.64065923698945,5,10,100000,sparse,20.051765199761387,13.544832930572303,17.749052102859107,22.023367978223476,15.204342350773555
PredictiveDecorrBSS,truncated,1300,20.0,20.00500816302031,20.28572908568858,18.936069836985553,5,10,100000,sparse,20.64245525257189,19.183083620454646,19.359437017206183,20.503465084249555,22.48545991281736
PredictiveDecorrBSS,full,1300,20.0,20.00500816302031,20.28928514176318,20.279474236012902,5,10,100000,sparse,20.651257783410593,19.185857465913006,19.36137624763816,20.5053111441368,22.48871913405528
PredictiveDecorrBSS,truncated,1400,20.0,20.007978380004637,20.310940970245383,18.328155766997952,5,10,100000,sparse,22.585232746767772,18.920062633262084,20.460555113319923,20.890818492511613,19.580383071110372
PredictiveDecorrBSS,full,1400,20.0,20.007978380004637,20.315831229665477,20.930937359982636,5,10,100000,sparse,22.598035507437054,18.92156710544727,20.46669510863274,20.894959884923317,19.58483866331846
PredictiveDecorrBSS,truncated,1500,20.0,19.976111224175664,21.065333683519043,18.365925805002917,5,10,100000,sparse,19.13151541029607,21.392085224876233,23.909291264518654,19.45905196452417,23.57908183144632
PredictiveDecorrBSS,full,1500,20.0,19.976111224175664,21.07982777481409,21.00130631501088,5,10,100000,sparse,19.15220933626579,21.40049080383337,23.928147960704976,19.4664485497236,23.600203041658734
PredictiveDecorrBSS,truncated,1600,20.0,19.995663429428443,17.815307123743697,16.12373231697711,5,10,100000,sparse,24.586322852044443,20.796018198711415,15.652247229526218,15.558943784410333,17.956251278716465
PredictiveDecorrBSS,full,1600,20.0,19.995663429428443,17.821947579469647,18.143021297000814,5,10,100000,sparse,24.623127431675698,20.813763902068985,15.65528990092524,15.566409825008536,17.955401626697952
PredictiveDecorrBSS,truncated,1700,20.0,20.009656940967503,21.451133510100313,15.37167903201771,5,10,100000,sparse,19.99915374367157,23.64236824709984,21.764666965163,22.242413290769303,20.532067787064747
PredictiveDecorrBSS,full,1700,20.0,20.009656940967503,21.455133063820515,15.658537184994202,5,10,100000,sparse,20.00090708554179,23.64305338295989,21.768791442371395,22.24535709587668,20.540882649421736
PredictiveDecorrBSS,truncated,1800,20.0,19.998120365526148,20.873607292571617,14.165343214990571,5,10,100000,sparse,21.840997980897413,23.657958713763794,21.872888246177936,19.63790677402722,18.97716648541553
PredictiveDecorrBSS,full,1800,20.0,19.998120365526148,20.876942448746114,15.643522248021327,5,10,100000,sparse,21.84306226386452,23.663909700949674,21.880391763010834,19.639071765370545,18.98000418457289
PredictiveDecorrBSS,truncated,1900,20.0,19.999062029732187,20.30845082656548,14.134359243995277,5,10,100000,sparse,17.427484641377923,20.656047386723266,20.87231963398926,22.004730368247742,22.720478240656536
PredictiveDecorrBSS,full,1900,20.0,19.999062029732187,20.309050168749806,15.5870785919833,5,10,100000,sparse,17.426252814932635,20.660406678828444,20.87414424749486,22.000676600542874,22.724911695970217
PredictiveDecorrBSS,truncated,2000,20.0,20.008903600885432,19.83221569676961,14.089529315999243,5,10,100000,sparse,19.40322493230746,20.245101726482826,20.33314843270132,19.02197876299919,20.331956865702363
PredictiveDecorrBSS,full,2000,20.0,20.008903600885432,19.834295366619553,15.757046751998132,5,10,100000,sparse,19.40560971464407,20.245583721271064,20.337818857279505,19.023826889609964,20.33299924913851
PredictiveDecorrBSS,truncated,2100,20.0,19.98834577444791,19.39510780248448,14.009429755009478,5,10,100000,sparse,18.860349093607127,20.185759108568618,21.015257264319477,22.167689029914648,16.792605174518027
PredictiveDecorrBSS,full,2100,20.0,19.98834577444791,19.399426882680114,15.602786492992891,5,10,100000,sparse,18.865303734132524,20.18923523892201,21.0206489899591,22.17912280467707,16.79445463330324
PredictiveDecorrBSS,truncated,2200,20.0,19.99900238043192,20.50190225190812,14.090046591998544,5,10,100000,sparse,21.64125089382893,19.66452957351139,20.017735896970127,21.85706374850382,19.81103307010004
PredictiveDecorrBSS,full,2200,20.0,19.99900238043192,20.50261173928387,15.627980024000863,5,10,100000,sparse,21.641858006076685,19.665735265884514,20.017995072664174,21.858225720184006,19.811442042735713
PredictiveDecorrBSS,truncated,2300,20.0,20.00434747909656,19.761791125155227,14.07608089898713,5,10,100000,sparse,20.414365401552047,18.711670991474257,21.372769185172626,19.67829167549818,19.1112002587787
PredictiveDecorrBSS,full,2300,20.0,20.00434747909656,19.77047323371065,15.727743178984383,5,10,100000,sparse,20.41878675925094,18.71867243042123,21.39294750772678,19.69115871154005,19.114407809320948
PredictiveDecorrBSS,truncated,2400,20.0,19.99815194457359,21.5493788110443,14.091300945001421,5,10,100000,sparse,22.868050528959426,23.316551551303505,21.234684175514094,21.466450083211353,19.793011012365664
PredictiveDecorrBSS,full,2400,20.0,19.99815194457359,21.552079905832482,15.630593990004854,5,10,100000,sparse,22.870786836046705,23.321019032064207,21.238291284229057,21.468423664318742,19.794747984521038
PredictiveDecorrBSS,truncated,2500,20.0,19.988114612524885,19.348226535038602,14.020294182992075,5,10,100000,sparse,22.45078414989422,19.622305542218346,18.857069590509788,22.0235219929057,16.548923483933272
PredictiveDecorrBSS,full,2500,20.0,19.988114612524885,19.352403507832253,15.611875660979422,5,10,100000,sparse,22.46215753829663,19.625886806994515,18.859105659785453,22.02685226556448,16.55306882647157
PredictiveDecorrBSS,truncated,2600,20.0,20.01188715376607,19.100767909361892,13.950443297013408,5,10,100000,sparse,17.02339400249538,23.541556079280106,16.943195459570394,19.2623705972299,22.80436386544025
PredictiveDecorrBSS,full,2600,20.0,20.01188715376607,19.104131018372644,15.62151013899711,5,10,100000,sparse,17.023940908851024,23.55183199318845,16.94578631358118,19.266877792193384,22.812899188799022
PredictiveDecorrBSS,truncated,2700,20.0,19.99231936019235,21.318130989632685,14.059922556014499,5,10,100000,sparse,19.625884413633244,20.536830181435242,22.249694639383335,22.215831998182818,22.854149398026102
PredictiveDecorrBSS,full,2700,20.0,19.99231936019235,21.318906837510095,15.718377623998094,5,10,100000,sparse,19.62624084737851,20.536908388373117,22.250979334410008,22.217372671546556,22.855529675903583
PredictiveDecorrBSS,truncated,2800,20.0,20.000405442860583,21.018428282080066,14.218189250997966,5,10,100000,sparse,19.629488828152052,20.973084917727604,20.319341939521035,23.282001046018937,21.761711170813403
PredictiveDecorrBSS,full,2800,20.0,20.000405442860583,21.02087501604652,15.738843107013963,5,10,100000,sparse,19.630070010917912,20.97380257550946,20.32439020451768,23.28453735647024,21.765647859536166
PredictiveDecorrBSS,truncated,2900,20.0,19.988195522433656,18.50236634631143,14.230251325992867,5,10,100000,sparse,20.26348828439021,18.92669518115994,15.689773960221544,21.559646516966314,18.422439693302476
PredictiveDecorrBSS,full,2900,20.0,19.988195522433656,18.50969461165411,15.674909263005247,5,10,100000,sparse,20.271107747893417,18.932944011338112,15.695458616269462,21.576805348246072,18.42886975429756
PredictiveDecorrBSS,truncated,0,15.0,15.003921877920552,15.39507332275058,13.936927547998494,5,10,100000,sparse,18.502529217282873,16.595545960168504,16.183393626132787,16.612951647563413,12.023605015443353
PredictiveDecorrBSS,full,0,15.0,15.003921877920552,15.395855613124219,15.455874283012236,5,10,100000,sparse,18.503317743313193,16.59619412495999,16.184244028278524,16.616156612519045,12.023555317466862
PredictiveDecorrBSS,truncated,100,15.0,15.01013896108627,15.529370145311095,13.929938537999988,5,10,100000,sparse,17.058545485683766,14.854572375365914,15.020222886642598,15.89325293058949,15.179971726946997
PredictiveDecorrBSS,full,100,15.0,15.01013896108627,15.530075489968137,15.451041886000894,5,10,100000,sparse,17.060104959007788,14.855175421352042,15.020812264736671,15.893654658953391,15.18061177194021
PredictiveDecorrBSS,truncated,200,15.0,15.005513037743047,14.37170054152568,13.833102353994036,5,10,100000,sparse,11.292884012233099,16.36206805221634,16.854509651781814,18.126553844543334,13.127433779892543
PredictiveDecorrBSS,full,200,15.0,15.005513037743047,14.372479893588219,15.449685305997264,5,10,100000,sparse,11.293674098009745,16.362430257535824,16.85543869134629,18.127617474283912,13.128239114254473
PredictiveDecorrBSS,truncated,300,15.0,14.995061766958793,14.553078422989596,13.86076217298978,5,10,100000,sparse,16.374451720100357,18.876475617137586,10.736580812839913,14.97615455171984,16.321990997624223
PredictiveDecorrBSS,full,300,15.0,14.995061766958793,14.553860405421508,15.281084093992831,5,10,100000,sparse,16.37501078564426,18.88260643510085,10.736833534940242,14.976408248636922,16.32266794808076
PredictiveDecorrBSS,truncated,400,15.0,15.001287938126984,13.116842247520108,13.679459274018882,5,10,100000,sparse,13.938930374287537,10.579039672955737,14.364485992250213,16.190267705555783,12.56231795039733
PredictiveDecorrBSS,full,400,15.0,15.001287938126984,13.124650032122997,15.194402351015015,5,10,100000,sparse,13.94693439535999,10.583687498563703,14.368719589086908,16.191925096943837,12.57986566844826
PredictiveDecorrBSS,truncated,500,15.0,15.010303315852918,17.318841652742293,14.031679361010902,5,10,100000,sparse,18.86432667415506,16.146346529116133,17.442497492243348,16.805249678577496,17.817440869785088
PredictiveDecorrBSS,full,500,15.0,15.010303315852918,17.31891770857907,15.573128429998178,5,10,100000,sparse,18.86435065002458,16.146487475429524,17.442571569029973,16.805329906806353,17.817458793922544
PredictiveDecorrBSS,truncated,600,15.0,15.006325528614619,14.787705602698583,13.873564716021065,5,10,100000,sparse,15.48297290865673,11.51357086017282,19.962004208887585,14.056146562197789,17.54932542788762
PredictiveDecorrBSS,full,600,15.0,15.006325528614619,14.783698226194142,15.379439284006367,5,10,100000,sparse,15.480444685262258,11.509441840342484,19.960016102415274,14.04828551905004,17.550867545941205
PredictiveDecorrBSS,truncated,700,15.0,15.003730301313922,13.903221756184456,13.727274876000592,5,10,100000,sparse,12.590077682932982,13.227693374737814,13.921050246680085,18.35781703361571,13.418867640103347
PredictiveDecorrBSS,full,700,15.0,15.003730301313922,13.905721608393506,15.270912150997901,5,10,100000,sparse,12.593888659511215,13.227992499741783,13.922252255670603,18.35847563756785,13.423834789893597
PredictiveDecorrBSS,truncated,800,15.0,14.989045679417256,16.449505695748083,13.962348795001162,5,10,100000,sparse,18.123035947070576,16.786112025454866,17.304343412985716,14.898721433156064,15.871083972563767
PredictiveDecorrBSS,full,800,15.0,14.989045679417256,16.449834389440028,15.492207520001102,5,10,100000,sparse,18.12365102851481,16.786540914280835,17.304697179081373,14.89893361103665,15.871290586832076
PredictiveDecorrBSS,truncated,900,15.0,15.002182752288437,15.683986217434171,13.951385282998672,5,10,100000,sparse,14.139377727924312,16.542880226153432,16.991176162483494,13.833777974728312,18.88292293175726
PredictiveDecorrBSS,full,900,15.0,15.002182752288437,15.684525606398678,15.434080975013785,5,10,100000,sparse,14.13944062111872,16.5438986521638,16.992348651059398,13.833975743122217,18.88418006511326
PredictiveDecorrBSS,truncated,1000,15.0,14.994152030972511,16.953136721675396,13.93589501301176,5,10,100000,sparse,18.36654802025087,14.58269235473664,17.425772395410913,16.963125825857816,18.784592741436377
PredictiveDecorrBSS,full,1000,15.0,14.994152030972511,16.953195810944123,15.500389220978832,5,10,100000,sparse,18.366722999087347,14.582720432798888,17.42585329768555,16.963070448307388,18.78475019631713
PredictiveDecorrBSS,truncated,1100,15.0,14.992314889600715,15.767846580196519,13.914447921997635,5,10,100000,sparse,18.260485529398455,16.378227426709724,16.832474164641106,15.865881601888773,13.218868581412128
PredictiveDecorrBSS,full,1100,15.0,14.992314889600715,15.768302448471898,15.514035903994227,5,10,100000,sparse,18.260604781088826,16.379075574106395,16.833409136152284,15.866318274859307,13.219044568127043
PredictiveDecorrBSS,truncated,1200,15.0,15.001005455777719,12.240549078419669,13.497948976990301,5,10,100000,sparse,15.388808839601628,9.173256252332472,13.094800792378322,17.94872895490706,10.775083120719763
PredictiveDecorrBSS,full,1200,15.0,15.001005455777719,12.244592711870867,14.99615759999142,5,10,100000,sparse,15.391413130848226,9.179407063984453,13.096145581859268,17.9514531189379,10.778416119430368
PredictiveDecorrBSS,truncated,1300,15.0,15.00500816302031,16.01959560124925,13.957851479004603,5,10,100000,sparse,18.186749284468412,14.707538691492433,14.7667082657744,15.81303756787602,17.83953581940013
PredictiveDecorrBSS,full,1300,15.0,15.00500816302031,16.02080844981594,15.37305157497758,5,10,100000,sparse,18.194434048070477,14.70798063078055,14.76705170157999,15.813454415039976,17.839411822328888
PredictiveDecorrBSS,truncated,1400,15.0,15.007978380004637,16.03530060707956,13.903938566014403,5,10,100000,sparse,19.284202482714623,14.176587980477766,16.25780472213644,16.448841733890042,15.519925071001065
PredictiveDecorrBSS,full,1400,15.0,15.007978380004637,16.03634219310409,15.45641837202129,5,10,100000,sparse,19.287340235446475,14.176708430484808,16.259024412691964,16.449019351238235,15.52189798710466
PredictiveDecorrBSS,truncated,1500,15.0,14.976111224175668,16.31983506069889,13.961312619998353,5,10,100000,sparse,14.466766040958941,16.637470346208367,18.990980335527325,14.670613731029746,18.900808469538322
PredictiveDecorrBSS,full,1500,15.0,14.976111224175668,16.318792278431147,15.479560498992214,5,10,100000,sparse,14.463268189327206,16.637302179559164,18.990442738405143,14.67088676605076,18.901203317521787
PredictiveDecorrBSS,truncated,1600,15.0,14.995663429428443,13.40750828025441,13.644210079015465,5,10,100000,sparse,20.715988394469402,16.821645369204163,11.07849216253819,11.171756653011887,13.478632650112852
PredictiveDecorrBSS,full,1600,15.0,14.995663429428443,13.408803393036557,15.150503676006338,5,10,100000,sparse,20.718097378547974,16.82657612006613,11.078850036848936,11.172894893318876,13.4799897043694
PredictiveDecorrBSS,truncated,1700,15.0,15.009656940967504,17.015296767894828,13.984570431988686,5,10,100000,sparse,15.591942908618678,18.689347842093255,17.21320846907547,17.5698697330496,16.616430660562575
PredictiveDecorrBSS,full,1700,15.0,15.009656940967504,17.016294525658573,15.59546325300471,5,10,100000,sparse,15.59329277513636,18.689559170600475,17.213769337141663,17.570301154755203,16.61830592528719
PredictiveDecorrBSS,truncated,1800,15.0,14.998120365526146,16.320211874959128,13.932197790010832,5,10,100000,sparse,17.03772079732124,19.058363197912914,18.001887069772966,14.829449966470229,14.475745101635054
PredictiveDecorrBSS,full,1800,15.0,14.998120365526146,16.320693278580706,15.578692483017221,5,10,100000,sparse,17.037809805551838,19.058564259453284,18.004342701696924,14.829458106313279,14.476104734499662
PredictiveDecorrBSS,truncated,1900,15.0,14.999062029732189,15.79826119419139,13.835833016986726,5,10,100000,sparse,12.7507904551295,16.160911449620514,16.178427673827514,18.41124114789817,18.08253691122325
PredictiveDecorrBSS,full,1900,15.0,14.999062029732189,15.79925058315209,15.275864469993394,5,10,100000,sparse,12.75248509626186,16.1620545244637,16.17858778152599,18.41146100638834,18.082860476845354
PredictiveDecorrBSS,truncated,2000,15.0,15.008903600885429,15.161895611239338,13.828863671020372,5,10,100000,sparse,14.749347415377326,15.4733411811666,15.901928466051388,14.309805666711238,15.570016505968724
PredictiveDecorrBSS,full,2000,15.0,15.008903600885429,15.161887327292378,15.424581212981138,5,10,100000,sparse,14.749239186695702,15.47330293909348,15.902469786585513,14.309746740333068,15.569717043938011
PredictiveDecorrBSS,truncated,2100,15.0,14.988345774447913,14.88093933051168,13.894804782990832,5,10,100000,sparse,14.407337500156885,15.540385343087378,16.4552527319385,18.18893346251558,12.175105301097314
PredictiveDecorrBSS,full,2100,15.0,14.988345774447913,14.881624454168163,15.419375561992638,5,10,100000,sparse,14.408044108636398,15.540944597018871,16.45611559309822,18.19138500207619,12.17532790195733
PredictiveDecorrBSS,truncated,2200,15.0,14.999002380431923,15.701555351349407,13.944699162995676,5,10,100000,sparse,16.780232318542424,14.971790638980531,15.182734187771027,16.950163139603394,15.042276755410843
PredictiveDecorrBSS,full,2200,15.0,14.999002380431923,15.70193342702031,15.537243720988045,5,10,100000,sparse,16.780482223483556,14.972446239676124,15.183074158483523,16.950762575445985,15.042353182450999
PredictiveDecorrBSS,truncated,2300,15.0,15.00434747909656,15.57081454089483,13.820120054995641,5,10,100000,sparse,15.906379308547258,14.29423427688423,18.48382423000504,15.723432557500434,14.563116723431317
PredictiveDecorrBSS,full,2300,15.0,15.00434747909656,15.573217838726531,15.407009615999414,5,10,100000,sparse,15.90785809727558,14.295165186165331,18.494551656561104,15.726194160092827,14.564103671815909
PredictiveDecorrBSS,truncated,2400,15.0,14.99815194457359,17.055493187546702,13.98109639500035,5,10,100000,sparse,18.350883565216265,18.861573076813524,16.950703764040917,16.86542896166071,15.219309036657522
PredictiveDecorrBSS,full,2400,15.0,14.99815194457359,17.055786656539574,15.534846244991058,5,10,100000,sparse,18.35116391537738,18.861769747490822,16.95129936454244,16.86553335259242,15.21957516594748
PredictiveDecorrBSS,truncated,2500,15.0,14.988114612524887,14.876432707895603,13.773864707007306,5,10,100000,sparse,18.20754387193149,15.020832248170233,14.135014828352181,17.33046564881686,12.30796576020233
PredictiveDecorrBSS,full,2500,15.0,14.988114612524887,14.877666063028023,15.458235232013976,5,10,100000,sparse,18.208234312111184,15.022902036119131,14.135814589548252,17.330914960957003,12.309420726613345
PredictiveDecorrBSS,truncated,2600,15.0,15.011887153766072,14.727207231672313,13.843846231000498,5,10,100000,sparse,12.348787620655335,19.748251701396406,12.565284598990637,15.034638278353576,18.860686647160378
PredictiveDecorrBSS,full,2600,15.0,15.011887153766072,14.728451368148367,15.378713205020176,5,10,100000,sparse,12.349812064685405,19.749550582208308,12.566159214518898,15.03697766023521,18.86182487100036
PredictiveDecorrBSS,truncated,2700,15.0,14.992319360192354,16.565100443797395,13.940942179993726,5,10,100000,sparse,14.779677489457011,15.683677360205968,17.914024450534793,17.436449378191902,18.042918733192135
PredictiveDecorrBSS,full,2700,15.0,14.992319360192354,16.56512425168763,15.47662581098848,5,10,100000,sparse,14.779757958742854,15.683696760660188,17.914077744401595,17.43654322040377,18.042716977233496
PredictiveDecorrBSS,truncated,2800,15.0,15.00040544286058,16.3217777570205,13.994789160991786,5,10,100000,sparse,14.81325562892588,16.132190491748364,15.942212846613097,18.471829341155388,17.095411045307337
PredictiveDecorrBSS,full,2800,15.0,15.00040544286058,16.32190459092798,15.502973701019073,5,10,100000,sparse,14.813289126859441,16.132300780273955,15.942469500206478,18.47179048447328,17.09566851378372
PredictiveDecorrBSS,truncated,2900,15.0,14.988195522433658,14.044674192712064,13.801127645012457,5,10,100000,sparse,15.809644221740955,14.365191363665774,11.191903017858742,17.765847750438905,13.835565932038087
PredictiveDecorrBSS,full,2900,15.0,14.988195522433658,14.047039119767737,15.30712774200947,5,10,100000,sparse,15.812693524954948,14.367754331360274,11.19178031983132,17.778613395331803,13.837702033597985
PredictiveDecorrBSS,truncated,0,10.0,10.003921877920552,10.879276019601164,13.333896196010755,5,10,100000,sparse,13.769720745500354,11.892630551090893,11.572429639130121,12.00426881451838,7.699834181567214
PredictiveDecorrBSS,full,0,10.0,10.003921877920552,10.880450553608378,14.861100380978314,5,10,100000,sparse,13.771371563081283,11.893887142963438,11.57522005480077,12.00592329703154,7.700012716481436
PredictiveDecorrBSS,truncated,100,10.0,10.01013896108627,10.928762597543926,13.366812984982971,5,10,100000,sparse,12.445130392061825,10.221928286878164,10.466857855277228,11.234651580475472,10.62242906084931
PredictiveDecorrBSS,full,100,10.0,10.01013896108627,10.928902569060606,14.753612803993747,5,10,100000,sparse,12.445156095691143,10.222205878673394,10.466954586524423,11.234770169706053,10.622557718740126
PredictiveDecorrBSS,truncated,200,10.0,10.005513037743047,9.962800366064318,13.034150075982325,5,10,100000,sparse,7.116275662051288,11.685976480983626,12.199399728086613,13.43912865355316,8.697676569054677
PredictiveDecorrBSS,full,200,10.0,10.005513037743047,9.96361040784471,14.611149000993464,5,10,100000,sparse,7.115800432304852,11.68698952511492,12.201979147762518,13.442284834720674,8.69867810834098
PredictiveDecorrBSS,truncated,300,10.0,9.995061766958793,10.129461064049142,13.154551719984738,5,10,100000,sparse,11.685997489081121,14.554456433536298,6.496346238237591,10.405389317028257,11.678790560857838
PredictiveDecorrBSS,full,300,10.0,9.995061766958793,10.129547298091524,14.646597131009912,5,10,100000,sparse,11.686270067911524,14.55462319854487,6.496306028886964,10.405124965008149,11.679533330924478
PredictiveDecorrBSS,truncated,400,10.0,10.001287938126982,9.215114513722348,12.92595279100351,5,10,100000,sparse,10.06893353355759,6.913274892308162,9.97479717510654,11.571517627060013,8.96200611296014
PredictiveDecorrBSS,full,400,10.0,10.001287938126982,9.226580890450668,14.367395263019716,5,10,100000,sparse,10.081394059020987,6.919594182014067,9.97653750428015,11.57766538331412,8.991357358936234
PredictiveDecorrBSS,truncated,500,10.0,10.010303315852918,12.521960311637493,13.557750314008445,5,10,100000,sparse,14.003478748301447,11.413896666982764,12.617188916091887,12.033030331235917,12.977602828754907
PredictiveDecorrBSS,full,500,10.0,10.010303315852918,12.52198403321394,15.045360567979515,5,10,100000,sparse,14.003546839248083,11.41390065791292,12.617212093040228,12.033087002517519,12.977579707879505
PredictiveDecorrBSS,truncated,600,10.0,10.00632552861462,10.39815897128219,13.217302082979586,5,10,100000,sparse,10.826267821072694,7.375778967024598,15.169563069608866,9.728468664853992,12.743573739247617
PredictiveDecorrBSS,full,600,10.0,10.00632552861462,10.39992140569921,14.664066010998795,5,10,100000,sparse,10.827128272753475,7.376179414988494,15.169526762321333,9.733490542637304,12.745945904235967
PredictiveDecorrBSS,truncated,700,10.0,10.003730301313922,9.689945447783687,13.121232915000292,5,10,100000,sparse,8.606489576447684,8.712161125656852,9.736454354633953,13.54085772665723,9.449429367189433
PredictiveDecorrBSS,full,700,10.0,10.003730301313922,9.690732486010662,14.63394538499415,5,10,100000,sparse,8.607851033754814,8.712583764959037,9.736926279102807,13.541288653556958,9.450385762284332
PredictiveDecorrBSS,truncated,800,10.0,9.989045679417254,11.744885268346344,13.48362421899219,5,10,100000,sparse,13.342368689641916,12.079830805728015,12.531438662218912,10.243729118199047,11.20107354202994
PredictiveDecorrBSS,full,800,10.0,9.989045679417254,11.744929012341746,14.903868732013507,5,10,100000,sparse,13.342256235535174,12.07976013396507,12.531796384777538,10.24376539761478,11.201083129129188
PredictiveDecorrBSS,truncated,900,10.0,10.002182752288437,11.122832495581248,13.31832009399659,5,10,100000,sparse,9.622870173037297,11.972360244208296,12.387070545446814,9.330285039234488,14.09436778268163
PredictiveDecorrBSS,full,900,10.0,10.002182752288437,11.122844774466024,14.924616339994827,5,10,100000,sparse,9.622664640687809,11.972685194707527,12.386996141142767,9.330285699206343,14.09464392027541
PredictiveDecorrBSS,truncated,1000,10.0,9.994152030972511,12.195899069313278,13.524153447011486,5,10,100000,sparse,13.52574544014767,9.935057027129886,12.64388472853047,12.156651649376034,13.945190197282486
PredictiveDecorrBSS,full,1000,10.0,9.994152030972511,12.195902033704156,14.944921748014167,5,10,100000,sparse,13.525883925307056,9.93504400153827,12.643923441312207,12.156564892591714,13.945170697247528
PredictiveDecorrBSS,truncated,1100,10.0,9.992314889600713,11.201235893283958,13.334651940996991,5,10,100000,sparse,13.418749220240676,11.849843279735225,12.203663372649796,11.228476630652672,8.78944403886787
PredictiveDecorrBSS,full,1100,10.0,9.992314889600713,11.201431660229549,14.9136719800008,5,10,100000,sparse,13.418864492392633,11.850304137506615,12.204033709809678,11.228792846104811,8.78939081514757
PredictiveDecorrBSS,truncated,1200,10.0,10.001005455777719,8.221643843245804,12.749063354014652,5,10,100000,sparse,11.05860802503325,5.416567830463546,8.76498241349899,13.499467183604242,6.775700901338382
PredictiveDecorrBSS,full,1200,10.0,10.001005455777719,8.230402732832067,14.082259540009545,5,10,100000,sparse,11.06563244892509,5.431829010841817,8.765340310469437,13.50547176744099,6.782117648269182
PredictiveDecorrBSS,truncated,1300,10.0,10.00500816302031,11.442601512960128,13.352891360002104,5,10,100000,sparse,13.843067888916202,10.12887506413107,10.248119596359,11.151747226767657,13.080033165888258
PredictiveDecorrBSS,full,1300,10.0,10.00500816302031,11.443019747543149,14.863756876002299,5,10,100000,sparse,13.844497519871037,10.129106481316263,10.248313918475635,11.152067828832948,13.080554508570529
PredictiveDecorrBSS,truncated,1400,10.0,10.007978380004634,11.411408359860966,13.349145615007728,5,10,100000,sparse,14.560614112614518,9.588676179051777,11.562884188016707,11.743613975573073,11.01754312613372
PredictiveDecorrBSS,full,1400,10.0,10.007978380004634,11.411470355314375,14.913789105979959,5,10,100000,sparse,14.56073820307144,9.58865856575358,11.562851428651193,11.743521251220063,11.017903404562961
PredictiveDecorrBSS,truncated,1500,10.0,9.976111224175666,11.621835953790907,13.368923497997457,5,10,100000,sparse,9.840873463524385,11.874802342897286,14.16024132482561,10.042608134015767,14.069402968023748
PredictiveDecorrBSS,full,1500,10.0,9.976111224175666,11.621806199921558,14.897031589003745,5,10,100000,sparse,9.840678394119564,11.874940465016747,14.160372963066841,10.042432309646417,14.069734930213018
PredictiveDecorrBSS,truncated,1600,10.0,9.995663429428442,9.169538517783757,12.921354530990357,5,10,100000,sparse,15.917518212003634,12.384082196735601,6.925828732671039,7.061534877957111,9.094131922637425
PredictiveDecorrBSS,full,1600,10.0,9.995663429428442,9.170090904580675,14.42180410400033,5,10,100000,sparse,15.917977420790466,12.38667010610791,6.926153240211454,7.061291228518936,9.095375088337995
PredictiveDecorrBSS,truncated,1700,10.0,10.009656940967503,12.28350715761776,13.532014803990023,5,10,100000,sparse,10.948357676947234,13.8291025913664,12.450791635091988,12.762563631845182,11.943217463433808
PredictiveDecorrBSS,full,1700,10.0,10.009656940967503,12.283559149950591,14.962868086004164,5,10,100000,sparse,10.948490318947693,13.829057518798514,12.45080267299639,12.762643811873966,11.943243308682321
PredictiveDecorrBSS,truncated,1800,10.0,9.998120365526145,11.622672809657875,13.339390876004472,5,10,100000,sparse,12.245937233335875,14.239818686207023,13.30545584996848,10.153128405702876,9.854186230210903
PredictiveDecorrBSS,full,1800,10.0,9.998120365526145,11.622685595768239,14.876699192012893,5,10,100000,sparse,12.245841481765058,14.240220047511658,13.305641649878995,10.153117040440996,9.85406395009823
PredictiveDecorrBSS,truncated,1900,10.0,9.999062029732189,11.179960001456678,13.288223119016038,5,10,100000,sparse,8.319009088539723,11.532012858577097,11.428929490987453,13.5994815648556,13.248072958287283
PredictiveDecorrBSS,full,1900,10.0,9.999062029732189,11.180381898475893,14.821647056989605,5,10,100000,sparse,8.319056088867043,11.533718382834701,11.429096459717575,13.599458039270251,13.24857706431966
